Country Name,Country Code,2018
Aruba,ABW,588.027777777778
Afghanistan,AFG,56.937760009803
Angola,AGO,24.713052057431604
Albania,ALB,104.61226277372299
Andorra,AND,163.842553191489
Arab World,ARB,37.3723656324824
United Arab Emirates,ARE,135.609110109828
Argentina,ARG,16.2585100979651
Armenia,ARM,103.68022479803301
American Samoa,ASM,277.325
Antigua and Barbuda,ATG,218.83181818181802
Australia,AUS,3.24787091037205
Austria,AUT,107.127966860564
Azerbaijan,AZE,120.23431716463001
Burundi,BDI,435.17827102803705
Belgium,BEL,377.379590488771
Benin,BEN,101.853919829727
Burkina Faso,BFA,72.1912828947368
Bangladesh,BGD,1239.5793116693599
Bulgaria,BGR,64.7110998526161
Bahrain,BHR,2017.27369979138
"Bahamas, The",BHS,38.5254745254745
Bosnia and Herzegovina,BIH,64.92048828125
Belarus,BLR,46.719503788420404
Belize,BLZ,16.7939938623411
Bermuda,BMU,1183.7036827987401
Bolivia,BOL,10.4801458506416
Brazil,BRA,25.061716243087602
Barbados,BRB,666.606976744186
Brunei Darussalam,BRN,81.39696394686909
Bhutan,BTN,19.7775277714448
Botswana,BWA,3.9774248760432704
Central African Republic,CAF,7.490412212270059
Canada,CAN,4.07518823864492
Central Europe and the Baltics,CEB,92.78915407217958
Switzerland,CHE,215.465350480429
Channel Islands,CHI,861.1060937864571
Chile,CHL,25.189446066651897
China,CHN,148.348833270666
Cote d'Ivoire,CIV,78.8340534591195
Cameroon,CMR,53.3439889149796
"Congo, Dem. Rep.",COD,37.0825923557045
"Congo, Rep.",COG,15.3568462664715
Colombia,COL,44.7487021180712
Comoros,COM,447.24447754022697
Cabo Verde,CPV,134.92977667493798
Costa Rica,CRI,97.91306306306309
Caribbean small states,CSS,18.1770161788317
Cuba,CUB,108.99959623149401
Curacao,CUW,
Cayman Islands,CYM,267.391666666667
Cyprus,CYP,128.708333333333
Czech Republic,CZE,137.657705257705
Germany,DEU,237.30759674834
Djibouti,DJI,41.368421052631604
Dominica,DMA,95.5
Denmark,DNK,137.976565849012
Dominican Republic,DOM,219.97857586421
Algeria,DZA,17.7300750711665
East Asia & Pacific (excluding high income),EAP,130.809797542712
Early-demographic dividend,EAR,98.111144728063
East Asia & Pacific,EAS,95.428211475338
Europe & Central Asia (excluding high income),ECA,17.7575359364548
Europe & Central Asia,ECS,33.465131890280105
Ecuador,ECU,68.7886817522951
"Egypt, Arab Rep.",EGY,98.8734692852479
Euro area,EMU,127.60466912955
Eritrea,ERI,
Spain,ESP,93.6771974435832
Estonia,EST,30.411249137336103
Ethiopia,ETH,109.22455900000001
European Union,EUU,111.784864172318
Fragile and conflict affected situations,FCS,47.1192202909152
Finland,FIN,18.1485472672831
Fiji,FJI,48.3570333880679
France,FRA,122.299437237519
Faroe Islands,FRO,34.7399698278226
"Micronesia, Fed. Sts.",FSM,160.914285714286
Gabon,GAB,8.224764233321691
United Kingdom,GBR,274.70898193692403
Georgia,GEO,65.197330207495
Ghana,GHA,130.821429199262
Gibraltar,GIB,3371.8
Guinea,GIN,50.5222122741332
"Gambia, The",GMB,225.30652173912998
Guinea-Bissau,GNB,66.6539473684211
Equatorial Guinea,GNQ,46.6657397504456
Greece,GRC,83.26518231186971
Grenada,GRD,327.805882352941
Greenland,GRL,0.13649165550006098
Guatemala,GTM,152.547125793206
Guam,GUM,306.977777777778
Guyana,GUY,3.9573482346964703
High income,HIC,34.7828915938853
"Hong Kong SAR, China",HKG,7096.19047619048
Honduras,HND,85.6870319063366
Heavily indebted poor countries (HIPC),HPC,44.895781645412505
Croatia,HRV,73.04937455325229
Haiti,HTI,403.59854862118993
Hungary,HUN,107.981486799956
IBRD only,IBD,67.3180797474796
IDA & IBRD total,IBT,68.6892101718745
IDA total,IDA,73.04003184853599
IDA blend,IDB,125.67377310687799
Indonesia,IDN,147.75219008926
IDA only,IDX,60.259897001230605
Isle of Man,IMN,147.50350877193
India,IND,454.93807257524696
Not classified,INX,
Ireland,IRL,70.65344752503991
"Iran, Islamic Rep.",IRN,50.222420123283996
Iraq,IRQ,88.53057003546171
Iceland,ISL,3.5184139650872797
Israel,ISR,410.480591497227
Italy,ITA,205.418372203713
Jamaica,JAM,270.993074792244
Jordan,JOR,112.14249831043001
Japan,JPN,347.07345841562403
Kazakhstan,KAZ,6.76982572137645
Kenya,KEN,90.29941666373828
Kyrgyz Republic,KGZ,32.965589155370196
Cambodia,KHM,92.05641287106279
Kiribati,KIR,143.020987654321
St. Kitts and Nevis,KNA,201.69615384615398
"Korea, Rep.",KOR,529.358501289308
Kuwait,KWT,232.172390572391
Latin America & Caribbean (excluding high income),LAC,31.9740951252252
Lao PDR,LAO,30.5957842287695
Lebanon,LBN,669.4941348973609
Liberia,LBR,50.030907392026606
Libya,LBY,3.7956323811905404
St. Lucia,LCA,298.17868852459
Latin America & Caribbean,LCN,31.960685582933603
Least developed countries: UN classification,LDC,56.84132890190829
Low income,LIC,52.066802803638204
Liechtenstein,LIE,236.9375
Sri Lanka,LKA,345.558922022006
Lower middle income,LMC,131.060701635225
Low & middle income,LMY,69.1712662558264
Lesotho,LSO,69.437812911726
Late-demographic dividend,LTE,51.39002788277921
Lithuania,LTU,44.7230757742448
Luxembourg,LUX,250.18518518518502
Latvia,LVA,30.993470569314898
"Macao SAR, China",MAC,20777.5002607232
St. Martin (French part),MAF,
Morocco,MAR,80.72851893345279
Monaco,MCO,
Moldova,MDA,94.2644302783293
Madagascar,MDG,45.1398556204881
Maldives,MDV,1718.9866666666699
Middle East & North Africa,MEA,39.9977120870057
Mexico,MEX,64.9146264050001
Marshall Islands,MHL,324.516666666667
Middle income,MIC,71.8641486028969
North Macedonia,MKD,82.59151467089609
Mali,MLI,15.635015858186
Malta,MLT,1514.46875
Myanmar,MMR,82.23861548355491
Middle East & North Africa (excluding high income),MNA,44.3111694561864
Montenegro,MNE,46.262230483271395
Mongolia,MNG,2.0406086665465097
Northern Mariana Islands,MNP,123.65652173913
Mozambique,MOZ,37.508535313716
Mauritania,MRT,4.27216357815077
Mauritius,MUS,623.30197044335
Malawi,MWI,192.440761561307
Malaysia,MYS,95.9628214883579
North America,NAC,19.9446030981652
Namibia,NAM,2.9737455817512704
New Caledonia,NCL,15.5393873085339
Niger,NER,17.717650588142398
Nigeria,NGA,215.06498896538102
Nicaragua,NIC,53.7270483629716
Netherlands,NLD,511.47592757494795
Norway,NOR,14.5482916341657
Nepal,NPL,195.939107080572
Nauru,NRU,635.2
New Zealand,NZL,18.3851733697923
OECD members,OED,38.0102885902071
Oman,OMN,15.6041453957997
Other small states,OSS,15.139217842006099
Pakistan,PAK,275.28931870070596
Panama,PAN,56.1860774818402
Peru,PER,24.99160625
Philippines,PHL,357.688305329175
Palau,PLW,38.9282608695652
Papua New Guinea,PNG,19.004363379410897
Poland,POL,124.023482151605
Pre-demographic dividend,PRE,51.687440021972506
Puerto Rico,PRI,360.017361894025
"Korea, Dem. People’s Rep.",PRK,212.19017523461497
Portugal,PRT,112.26194121729999
Paraguay,PRY,17.5083589227284
West Bank and Gaza,PSE,758.984551495017
Pacific island small states,PSS,38.2767445482866
Post-demographic dividend,PST,35.2498297631402
French Polynesia,PYF,75.8685792349727
Qatar,QAT,239.59319552110298
Romania,ROU,84.633801286509
Russian Federation,RUS,8.822067953155882
Rwanda,RWA,498.659870287799
South Asia,SAS,380.24713374608103
Saudi Arabia,SAU,15.6766543082956
Sudan,SDN,
Senegal,SEN,82.3474783150678
Singapore,SGP,7952.9984184018
Solomon Islands,SLB,23.324687388353
Sierra Leone,SLE,105.987170961485
El Salvador,SLV,309.88146718146703
San Marino,SMR,563.083333333333
Somalia,SOM,23.923476902477102
Serbia,SRB,79.8376857992225
Sub-Saharan Africa (excluding high income),SSA,50.703907523586395
South Sudan,SSD,
Sub-Saharan Africa,SSF,50.762084308655794
Small states,SST,16.2249514526964
Sao Tome and Principe,STP,219.820833333333
Suriname,SUR,3.69225
Slovak Republic,SVK,113.28558652246299
Slovenia,SVN,102.96366052404
Sweden,SWE,24.981498121823698
